sample method,image size,num images,House Type,output,flag,username,timestamp
ddpm,144,1,2室2厅,"{""path"":""flagged/output/c614a344f4df846f7412/image.png"",""url"":null,""size"":null,""orig_name"":""image.png"",""mime_type"":null}",,,2023-12-28 18:14:55.609737
